6500元/月 付1押2, 4室2厅2卫,139平方米 东北 低层(共30层),精装修,普通住宅,雅居乐剑桥郡佰利山 (番禺 广州雅居乐)
3600元/月 付1押2, 3室1厅2卫,111平方米 东南 低层(共25层),精装修,普通住宅,丽江花园星海洲 (番禺 南浦)
18000元/月 付3押1, 4室2厅4卫,275平方米 南北 中层(共20层),简单装修,普通住宅,星河湾六期 (番禺 星河湾)
3800元/月 付1押2, 2室2厅2卫,102平方米 朝南 中层(共7层),精装修,普通住宅,华南碧桂园翠山蓝天 (番禺 南村)
4800元/月 付1押2, 2室1厅2卫,62平方米 东南 高层(共13层),精装修,普通住宅,荔园悦星 (番禺 汉溪长隆)
10000元/月 付1押2, 5室3厅3卫,240平方米 朝南 共5层,精装修,普通住宅,南浦海滨花园 (番禺 南浦)
4800元/月 付1押2, 3室2厅2卫,129平方米 朝南 低层(共17层),精装修,普通住宅,雅居乐鸿禧华庭 (番禺 市桥)
4300元/月 付1押2, 3室2厅2卫,95平方米 东南 高层(共35层),简单装修,普通住宅,万科欧泊 (番禺 南村)
53000元/月 付2押1, 3室1厅1卫,330平方米 东南 共3层,豪华装修,其他,广州雅居乐花园 (番禺 广州雅居乐)
3000元/月 付1押2, 3室2厅2卫,107平方米 朝南 中层(共14层),豪华装修,普通住宅,中颐海伦堡御院 (番禺 市桥南)
5500元/月 付1押2, 3室2厅2卫,127平方米 东北 中层(共28层),精装修,普通住宅,锦绣银湾 (番禺 大石)
4000元/月 付1押2, 4室2厅2卫,145平方米 东南 高层(共12层),精装修,普通住宅,华南新城山咏轩 (番禺 星河湾)
4000元/月 付1押2, 3室2厅2卫,95平方米 朝北 中层(共12层),简单装修,普通住宅,雍雅园 (番禺 市桥)
4800元/月 付1押2, 3室2厅1卫,103平方米 西南 高层(共30层),精装修,普通住宅,雅居乐剑桥郡剑桥汇 (番禺 广州雅居乐)
3800元/月 付1押2, 3室1厅1卫,104平方米 朝东 中层(共9层),精装修,普通住宅,东怡新区(东景园) (番禺 石基)
2900元/月 付1押2, 3室1厅1卫,71平方米 西北 高层(共16层),精装修,普通住宅,如意中心 (番禺 洛溪)
3000元/月 付1押2, 2室1厅1卫,66平方米 西南 中层(共25层),精装修,普通住宅,丽江花园星海洲 (番禺 南浦)
7000元/月 付1押2, 4室2厅2卫,182平方米 朝南 低层(共28层),豪华装修,普通住宅,南国奥园 (番禺 汉溪长隆)
4300元/月 付2押1, 3室2厅1卫,100平方米 东南 中层(共32层),精装修,普通住宅,广州雅居乐花园 (番禺 广州雅居乐)
3400元/月 付1押2, 3室2厅1卫,93平方米 朝南 中层(共30层),简单装修,普通住宅,招商金山谷领仕 (番禺 祈福)
30000元/月 付1押2, 4室2厅4卫,360平方米 南北 中层(共27层),毛坯,普通住宅,星河湾半岛 (番禺 洛溪)
4200元/月 付3押1, 3室2厅2卫,110平方米 朝南 中层(共6层),精装修,普通住宅,南国奥园 (番禺 汉溪长隆)
3300元/月 付1押2, 2室2厅1卫,54平方米 南北 低层(共17层),精装修,普通住宅,敏捷华美国际 (番禺 汉溪长隆)
2800元/月 付1押2, 3室2厅2卫,103平方米 西南 中层(共6层),简单装修,普通住宅,广州碧桂园 (番禺 南浦)
6500元/月 付2押1, 3室2厅2卫,150平方米 南北 高层(共11层),豪华装修,普通住宅,信基城 (番禺 汉溪长隆)
3700元/月 付1押2, 3室2厅1卫,120平方米 朝南 中层(共6层),豪华装修,普通住宅,南浦海滨花园 (番禺 南浦)
3100元/月 付1押2, 2室1厅1卫,40平方米 东北 高层(共22层),毛坯,普通住宅,招商城市主场 (番禺 汉溪长隆)
3000元/月 付1押2, 2室2厅1卫,94平方米 朝南 中层(共11层),精装修,普通住宅,番禺喜盈雅境 (番禺 市桥南)
4300元/月 付2押1, 3室2厅2卫,125平方米 朝南 中层(共8层),精装修,普通住宅,广州雅居乐花园 (番禺 广州雅居乐)
3500元/月 付1押2, 2室2厅1卫,85平方米 朝南 中层(共12层),精装修,普通住宅,华南新城 (番禺 星河湾)
3300元/月 付1押2, 2室2厅1卫,76平方米 朝南 低层(共12层),精装修,普通住宅,上漖海滨花园 (番禺 洛溪)
10000元/月 付1押2, 2室2厅2卫,95平方米 东北 高层(共10层),精装修,公寓,招商城市主场 (番禺 汉溪长隆)
1600元/月 付1押2, 2室1厅1卫,40平方米 朝南 低层(共7层),简单装修,普通住宅,怡乐园 (番禺 钟村)
2800元/月 付1押2, 3室2厅2卫,100平方米 朝南 高层(共12层),毛坯,普通住宅,怡景苑 (番禺 市桥南)
6000元/月 付1押2, 3室2厅2卫,156平方米 东南 高层(共9层),精装修,普通住宅,星河湾三期(悦心园) (番禺 星河湾)
2800元/月 付1押2, 2室1厅1卫,56平方米 朝南 中层(共22层),精装修,普通住宅,中环品悦 (番禺 大石)
3600元/月 付1押2, 3室2厅2卫,98平方米 朝北 低层(共25层),精装修,普通住宅,东湖洲花园A区 (番禺 石基)
9000元/月 付1押2, 6室2厅5卫,300平方米 朝南 共3层,豪华装修,别墅,华南碧桂园翠云山(别墅) (番禺 南村)
2500元/月 付1押2, 3室2厅2卫,82平方米 东南 低层(共6层),精装修,普通住宅,锦绣生态园 (番禺 钟村)
2800元/月 付1押2, 1室1厅1卫,54平方米 朝南 高层(共17层),精装修,公寓,敏捷华美国际 (番禺 汉溪长隆)
4800元/月 付2押1, 3室2厅2卫,110平方米 南北 低层(共30层),豪华装修,普通住宅,招商金山谷领仕 (番禺 祈福)
3000元/月 付1押2, 2室2厅1卫,58平方米 朝南 高层(共35层),精装修,普通住宅,祈福缤纷汇 (番禺 祈福)
2800元/月 付1押2, 1室1厅1卫,40平方米 南北 低层(共15层),精装修,普通住宅,广州奥林匹克花园 (番禺 洛溪)
5200元/月 付1押2, 2室2厅2卫,95平方米 朝南 高层(共22层),精装修,公寓,敏捷上城国际 (番禺 南村)
4000元/月 付1押2, 3室2厅2卫,100平方米 东南 中层(共27层),豪华装修,普通住宅,诺德名都 (番禺 汉溪长隆)
3600元/月 付1押2, 2室2厅1卫,51平方米 朝南 中层(共22层),豪华装修,普通住宅,招商城市主场 (番禺 汉溪长隆)
2800元/月 付1押2, 1室0厅1卫,60平方米 朝南 中层(共8层),精装修,公寓,We公馆 (番禺 大石)
6000元/月 付1押2, 3室2厅3卫,158平方米 朝南 低层(共18层),豪华装修,普通住宅,星河湾三期(荟心园) (番禺 星河湾)
2600元/月 付1押2, 1室1厅1卫,50平方米 东南 高层(共41层),毛坯,普通住宅,番禺万达广场 (番禺 汉溪长隆)
3400元/月 付1押2, 1室2厅1卫,54平方米 朝南 高层(共17层),精装修,公寓,敏捷华美国际 (番禺 汉溪长隆)
1500元/月 付1押2, 2室1厅1卫,70平方米 朝南 高层(共7层),简单装修,普通住宅,侨宫苑 (番禺 市桥西)
3000元/月 付1押2, 1室1厅1卫,56平方米 朝南 中层(共17层),精装修,普通住宅,星河湾二期 (番禺 星河湾)
3600元/月 付1押2, 3室2厅2卫,103平方米 朝南 中层(共30层),简单装修,普通住宅,招商金山谷领仕 (番禺 祈福)
2200元/月 付3押1, 1室1厅1卫,32平方米 南北 中层(共31层),精装修,普通住宅,番禺万达广场 (番禺 汉溪长隆)
5000元/月 付1押2, 3室2厅1卫,100平方米 朝南 中层(共14层),精装修,普通住宅,君华香柏广场 (番禺 市桥南)
4500元/月 付1押2, 2室2厅1卫,88平方米 朝南 中层(共9层),精装修,普通住宅,星河湾一期(畅心园) (番禺 星河湾)
6300元/月 付1押2, 3室2厅2卫,141平方米 西南 低层(共8层),豪华装修,普通住宅,星河湾三期(荟心园) (番禺 星河湾)
2600元/月 付1押2, 2室2厅1卫,76平方米 东南 中层(共6层),精装修,普通住宅,华荟明苑 (番禺 洛溪)
5500元/月 付1押2, 4室2厅3卫,172平方米 朝南 高层(共7层),精装修,普通住宅,华南碧桂园翠山蓝天 (番禺 南村)
2200元/月 付2押1, 3室2厅1卫,83平方米 朝南 中层(共6层),精装修,普通住宅,祈福新邨月明轩 (番禺 祈福)
6000元/月 付1押2, 3室2厅3卫,143平方米 南北 高层(共9层),豪华装修,普通住宅,星河湾三期(荟心园) (番禺 星河湾)
2500元/月 付1押2, 3室2厅2卫,101平方米 朝南 中层(共9层),毛坯,普通住宅,东涌路小区 (番禺 市桥东)
2000元/月 付2押1, 1室0厅0卫,48平方米 朝南 低层(共12层),精装修,公寓,市桥桥南街小区 (番禺 市桥南)
4800元/月 付1押2, 2室1厅2卫,62平方米 东南 高层(共13层),精装修,普通住宅,荔园悦星 (番禺 汉溪长隆)
9000元/月 付1押2, 6室2厅5卫,300平方米 朝南 共3层,豪华装修,别墅,华南碧桂园翠云山(别墅) (番禺 南村)
2600元/月 付1押2, 2室2厅1卫,92平方米 朝南 低层(共22层),毛坯,普通住宅,亚运城媒体村南区 (番禺 亚运城)
2600元/月 付2押1, 2室2厅1卫,84平方米 东南 低层(共19层),精装修,普通住宅,亚运城 (番禺 亚运城)
3200元/月 付1押2, 2室2厅1卫,80平方米 南北 中层(共15层),精装修,普通住宅,正太广场 (番禺 市桥)
2400元/月 付1押2, 2室2厅1卫,60平方米 南北 高层(共21层),精装修,普通住宅,敏捷上城国际 (番禺 南村)
12000元/月 付1押2, 2室2厅2卫,95平方米 东北 高层(共10层),毛坯,公寓,招商城市主场 (番禺 汉溪长隆)
11000元/月 付1押2, 6室2厅5卫,190平方米 朝南 共3层,豪华装修,别墅,华南碧桂园怡翠苑 (番禺 南村)
3300元/月 付1押2, 2室2厅1卫,54平方米 朝南 中层(共17层),豪华装修,公寓,敏捷华美国际 (番禺 汉溪长隆)
6500元/月 付1押2, 3室2厅2卫,143平方米 南北 低层(共9层),精装修,普通住宅,星河湾三期(荟心园) (番禺 星河湾)
6000元/月 付1押2, 3室2厅2卫,121平方米 南北 中层(共9层),精装修,普通住宅,星河湾三期(荟心园) (番禺 星河湾)
2400元/月 付1押2, 2室1厅1卫,86平方米 东南 中层(共6层),精装修,普通住宅,洛涛北区 (番禺 洛溪)
6500元/月 付1押2, 2室1厅1卫,78平方米 朝南 中层(共14层),精装修,公寓,招商城市主场 (番禺 汉溪长隆)
6000元/月 付1押2, 4室2厅3卫,146平方米 朝南 低层(共31层),精装修,普通住宅,广州雅居乐花园十年小雅 (番禺 广州雅居乐)
2600元/月 付1押2, 1室1厅1卫,40平方米 西南 中层(共15层),精装修,普通住宅,招商城市主场 (番禺 汉溪长隆)
9500元/月 付1押2, 4室2厅3卫,246平方米 南北 中层(共20层),精装修,普通住宅,星河湾四期 (番禺 星河湾)
6000元/月 付1押2, 4室1厅3卫,96平方米 南北 中层(共19层),毛坯,普通住宅,海印星玥 (番禺 南村)
3500元/月 付1押2, 3室2厅2卫,108平方米 朝南 中层(共18层),豪华装修,普通住宅,美心翡翠明庭 (番禺 石基)
3500元/月 付1押2, 2室2厅1卫,85平方米 朝南 中层(共12层),精装修,普通住宅,华南新城 (番禺 星河湾)
3100元/月 付1押2, 2室2厅1卫,78平方米 南北 中层(共38层),简单装修,普通住宅,祈福缤纷汇 (番禺 祈福)
2500元/月 付3押1, 2室2厅1卫,77平方米 朝南 中层(共18层),精装修,普通住宅,亚运城媒体村南区 (番禺 亚运城)
3800元/月 付1押2, 3室2厅3卫,130平方米 西南 高层(共7层),精装修,普通住宅,广州碧桂园 (番禺 南浦)
3800元/月 付3押1, 3室2厅2卫,112平方米 南北 中层(共7层),精装修,普通住宅,锦绣香江紫荆园 (番禺 汉溪长隆)
3800元/月 付1押2, 2室2厅2卫,102平方米 朝南 中层(共7层),精装修,普通住宅,华南碧桂园翠山蓝天 (番禺 南村)
5000元/月 付1押1, 4室2厅2卫,134平方米 朝东 高层(共31层),毛坯,其他,长隆珑翠 (番禺 大石)
2600元/月 付1押2, 1室1厅1卫,40平方米 西南 中层(共15层),精装修,普通住宅,招商城市主场 (番禺 汉溪长隆)
3800元/月 付1押2, 3室2厅2卫,102平方米 朝东 低层(共11层),精装修,普通住宅,东怡新区(东景园) (番禺 石基)
3300元/月 付1押2, 2室2厅2卫,54平方米 朝东 中层(共17层),豪华装修,公寓,华美国际 (番禺 大石)
3500元/月 付1押2, 3室2厅1卫,83平方米 东南 低层(共11层),精装修,普通住宅,温馨里 (番禺 祈福)
4500元/月 付1押2, 3室2厅2卫,95平方米 朝南 中层(共33层),豪华装修,普通住宅,万科欧泊 (番禺 南村)
10000元/月 付1押2, 6室2厅5卫,265平方米 朝南 共3层,豪华装修,别墅,华南碧桂园翠云山(别墅) (番禺 南村)
2800元/月 付1押2, 2室2厅1卫,85平方米 朝南 高层(共7层),简单装修,普通住宅,吉祥南街小区 (番禺 洛溪)
4300元/月 付1押2, 2室2厅2卫,123平方米 朝北 高层(共28层),精装修,普通住宅,锦绣银湾 (番禺 大石)
2000元/月 付1押2, 1室1厅1卫,50平方米 朝南 高层(共26层),精装修,公寓,敏捷华美国际 (番禺 汉溪长隆)
2500元/月 付1押2, 3室1厅1卫,73平方米 朝南 中层(共7层),简单装修,普通住宅,北丽园 (番禺 市桥)
4300元/月 付1押2, 3室2厅2卫,120平方米 朝南 共5层,简单装修,普通住宅,南国奥园 (番禺 汉溪长隆)
2800元/月 付1押2, 3室2厅2卫,121平方米 朝南 中层(共26层),精装修,普通住宅,星尚名玥花园 (番禺 石基)
2500元/月 付3押1, 2室2厅1卫,77平方米 朝南 中层(共18层),精装修,普通住宅,亚运城媒体村南区 (番禺 亚运城)
3300元/月 付1押2, 2室2厅1卫,58平方米 朝南 高层(共22层),毛坯,公寓,尚东数字居 (番禺 星河湾)
1500元/月 付1押2, 2室1厅1卫,70平方米 朝南 高层(共7层),简单装修,普通住宅,侨宫苑 (番禺 市桥西)
3500元/月 付1押2, 2室2厅2卫,53平方米 朝北 低层(共22层),毛坯,普通住宅,尚东数字居 (番禺 星河湾)
3800元/月 付1押2, 3室2厅1卫,90平方米 朝南 中层(共16层),精装修,普通住宅,东湖洲花园B区 (番禺 石基)
5000元/月 付1押2, 4室2厅2卫,146平方米 朝南 高层(共28层),豪华装修,普通住宅,祈福新邨祈福名都 (番禺 祈福)
2300元/月 付1押2, 1室1厅1卫,52平方米 朝南 中层(共30层),精装修,普通住宅,祈福新邨倚湖湾 (番禺 祈福)
2200元/月 付3押1, 1室1厅1卫,32平方米 南北 中层(共31层),精装修,普通住宅,番禺万达广场 (番禺 汉溪长隆)
2600元/月 付1押2, 1室1厅1卫,50平方米 东南 高层(共41层),毛坯,普通住宅,番禺万达广场 (番禺 汉溪长隆)
12499元/月 付1押2, 4室2厅3卫,198平方米 南北 高层(共15层),豪华装修,普通住宅,星河湾五期 (番禺 星河湾)
3000元/月 付1押2, 2室1厅1卫,36平方米 南北 高层(共22层),精装修,普通住宅,招商城市主场 (番禺 汉溪长隆)
2600元/月 付3押1, 1室1厅1卫,40平方米 南北 高层(共15层),精装修,普通住宅,招商城市主场 (番禺 汉溪长隆)
2500元/月 付1押2, 2室2厅1卫,68平方米 朝南 共4层,精装修,普通住宅,祈福新邨A区 (番禺 祈福)
4800元/月 付1押2, 3室2厅2卫,106平方米 南北 高层(共18层),精装修,普通住宅,雅居乐鸿禧华庭 (番禺 市桥)
3300元/月 付1押2, 2室2厅1卫,54平方米 东南 高层(共17层),豪华装修,公寓,敏捷华美国际 (番禺 汉溪长隆)
2700元/月 付1押2, 2室2厅2卫,78平方米 南北 低层(共6层),精装修,普通住宅,金海岸花园 (番禺 石基)
2800元/月 付1押2, 1室1厅1卫,54平方米 朝南 高层(共17层),精装修,公寓,敏捷华美国际 (番禺 汉溪长隆)
5200元/月 付1押2, 4室2厅3卫,174平方米 东北 中层(共8层),精装修,普通住宅,华南碧桂园翠山蓝天 (番禺 南村)
5000元/月 付1押2, 3室2厅2卫,130平方米 朝东 中层(共11层),简单装修,普通住宅,南国奥园 (番禺 汉溪长隆)
2500元/月 付1押2, 2室2厅1卫,68平方米 朝南 共4层,精装修,普通住宅,祈福新邨A区 (番禺 祈福)
5000元/月 付1押2, 3室2厅2卫,93平方米 朝北 高层(共27层),其他,普通住宅,诺德名都 (番禺 汉溪长隆)
6500元/月 付1押2, 3室2厅3卫,163平方米 南北 中层(共8层),豪华装修,普通住宅,星河湾三期(悦心园) (番禺 星河湾)
3800元/月 付1押2, 4室2厅1卫,98平方米 朝南 中层(共6层),简单装修,普通住宅,洛涛北区 (番禺 洛溪)
7000元/月 付2押1, 4室2厅2卫,179平方米 东南 中层(共31层),毛坯,普通住宅,祈福新邨晓峰园 (番禺 祈福)
3500元/月 付1押2, 2室2厅1卫,85平方米 朝南 中层(共12层),精装修,普通住宅,华南新城 (番禺 星河湾)
35000元/月 付1押2, 6室2厅4卫,552平方米 朝南 共3层,豪华装修,别墅,广州雅居乐花园 (番禺 广州雅居乐)
6500元/月 付1押2, 3室2厅2卫,143平方米 南北 低层(共9层),精装修,普通住宅,星河湾三期(荟心园) (番禺 星河湾)
3200元/月 付1押2, 2室2厅1卫,75平方米 南北 中层(共26层),毛坯,公寓,敏捷华美国际 (番禺 汉溪长隆)
4300元/月 付1押2, 3室2厅2卫,109平方米 朝南 中层(共32层),精装修,普通住宅,招商金山谷尚层 (番禺 祈福)
1100元/月 付1押2, 1室2厅1卫,65平方米 东北 高层(共13层),精装修,普通住宅,金莲阁 (番禺 亚运城)
3800元/月 付1押2, 2室1厅1卫,45平方米 朝东 低层(共28层),精装修,公寓,奥园城市天地 (番禺 汉溪长隆)
5000元/月 付1押2, 4室2厅2卫,152平方米 南北 高层(共33层),精装修,普通住宅,祈福新邨倚湖湾 (番禺 祈福)
1500元/月 付1押2, 2室1厅1卫,70平方米 朝南 高层(共7层),简单装修,普通住宅,侨宫苑 (番禺 市桥西)
6000元/月 付1押2, 4室2厅2卫,180平方米 朝南 高层(共23层),豪华装修,普通住宅,祈福新邨晓峰园 (番禺 祈福)
3500元/月 付1押2, 3室2厅2卫,103平方米 南北 高层(共16层),精装修,普通住宅,美心翡翠明庭 (番禺 石基)
3000元/月 付1押2, 1室1厅1卫,56平方米 朝南 中层(共17层),精装修,普通住宅,星河湾二期 (番禺 星河湾)
6000元/月 付1押2, 2室1厅2卫,71平方米 朝南 高层(共15层),精装修,公寓,招商城市主场 (番禺 汉溪长隆)
4000元/月 付1押2, 3室2厅2卫,100平方米 东南 中层(共27层),豪华装修,普通住宅,诺德名都 (番禺 汉溪长隆)
2200元/月 付1押2, 2室2厅1卫,58平方米 朝南 中层(共21层),精装修,普通住宅,敏捷伊顿公馆 (番禺 祈福)
3200元/月 付1押2, 2室1厅1卫,60平方米 东北 中层(共22层),毛坯,普通住宅,招商城市主场 (番禺 汉溪长隆)
4200元/月 付1押2, 4室2厅2卫,148平方米 朝北 高层(共33层),豪华装修,普通住宅,祈福新邨活力花园 (番禺 祈福)
3000元/月 付1押2, 2室1厅1卫,76平方米 南北 中层(共26层),精装修,公寓,敏捷华美国际 (番禺 汉溪长隆)
3000元/月 付1押2, 1室1厅1卫,55平方米 南北 中层(共15层),豪华装修,公寓,星河湾二期 (番禺 星河湾)
2500元/月 付1押2, 2室2厅2卫,79平方米 南北 低层(共7层),毛坯,普通住宅,广地花园 (番禺 星河湾)
2500元/月 付1押2, 2室2厅1卫,68平方米 朝南 共4层,精装修,普通住宅,祈福新邨A区 (番禺 祈福)
4180元/月 付2押1, 3室2厅2卫,75平方米 东南 高层(共23层),精装修,公寓,敏捷华美国际 (番禺 汉溪长隆)
3300元/月 付1押2, 3室2厅1卫,95平方米 朝南 中层(共18层),精装修,普通住宅,星尚名玥花园 (番禺 石基)
3800元/月 付1押2, 3室2厅1卫,90平方米 朝南 中层(共16层),精装修,普通住宅,东湖洲花园B区 (番禺 石基)
1500元/月 付1押2, 2室1厅1卫,70平方米 朝南 高层(共7层),简单装修,普通住宅,侨宫苑 (番禺 市桥西)
2900元/月 付1押2, 2室1厅1卫,78平方米 朝北 中层(共7层),简单装修,普通住宅,康乐园 (番禺 市桥)
4800元/月 付1押2, 3室2厅2卫,94平方米 朝东 中层(共33层),豪华装修,普通住宅,万科欧泊 (番禺 南村)
2800元/月 付1押2, 1室0厅1卫,60平方米 朝南 中层(共8层),精装修,公寓,We公馆 (番禺 大石)
3000元/月 付1押2, 1室1厅1卫,55平方米 南北 中层(共15层),豪华装修,公寓,星河湾二期 (番禺 星河湾)
3600元/月 付1押2, 3室2厅1卫,100平方米 朝南 高层(共17层),精装修,普通住宅,星誉花园 (番禺 祈福)
2800元/月 付1押2, 3室2厅2卫,110平方米 朝北 中层(共15层),精装修,普通住宅,东方白云花园 (番禺 市桥)
2200元/月 付3押1, 1室1厅1卫,32平方米 南北 中层(共31层),精装修,普通住宅,番禺万达广场 (番禺 汉溪长隆)
3800元/月 付1押2, 2室2厅1卫,87平方米 朝南 低层(共15层),精装修,普通住宅,雅居乐鸿禧华庭 (番禺 市桥)
3700元/月 付1押2, 2室1厅1卫,78平方米 南北 高层(共6层),简单装修,普通住宅,南国奥园 (番禺 汉溪长隆)
3500元/月 付1押2, 3室2厅1卫,106平方米 朝南 共3层,精装修,普通住宅,迎风阁 (番禺 祈福)
3600元/月 付1押2, 3室2厅2卫,98平方米 朝北 低层(共25层),精装修,普通住宅,东湖洲花园A区 (番禺 石基)
2500元/月 付1押2, 3室2厅1卫,83平方米 南北 共5层,精装修,普通住宅,祈福新邨绿怡居 (番禺 祈福)
4100元/月 付1押2, 3室2厅2卫,95平方米 朝南 低层(共35层),精装修,普通住宅,万科欧泊 (番禺 南村)
10000元/月 付2押1, 5室2厅3卫,205平方米 南北 中层(共18层),精装修,普通住宅,星河湾四期 (番禺 星河湾)
4300元/月 付1押2, 2室1厅1卫,46平方米 朝西 低层(共25层),豪华装修,公寓,奥园城市天地 (番禺 汉溪长隆)
4000元/月 付1押2, 3室2厅2卫,122平方米 朝南 中层(共6层),精装修,普通住宅,南浦海滨花园 (番禺 南浦)
42000元/月 付1押2, 2室2厅2卫,63平方米 朝北 中层(共13层),精装修,公寓,茘园地产中心 (番禺 汉溪长隆)
2400元/月 付1押2, 2室2厅1卫,80平方米 东南 中层(共18层),精装修,普通住宅,庄士映蝶蓝湾 (番禺 石楼)
3200元/月 付1押2, 2室2厅1卫,81平方米 东南 高层(共6层),精装修,普通住宅,广州碧桂园 (番禺 南浦)
8000元/月 付1押2, 4室2厅2卫,240平方米 西北 中层(共28层),精装修,普通住宅,南国奥园 (番禺 汉溪长隆)
2600元/月 付1押2, 2室2厅1卫,70平方米 朝南 高层(共28层),精装修,普通住宅,珠江花园 (番禺 洛溪)
3100元/月 付1押2, 2室2厅1卫,78平方米 南北 中层(共38层),简单装修,普通住宅,祈福缤纷汇 (番禺 祈福)
3500元/月 付2押1, 2室1厅1卫,54平方米 朝南 中层(共26层),精装修,公寓,敏捷华美国际 (番禺 汉溪长隆)
3500元/月 付1押2, 3室2厅1卫,93平方米 朝北 中层(共11层),精装修,普通住宅,祈福水城 (番禺 市桥南)
3100元/月 付1押2, 2室1厅1卫,40平方米 东北 高层(共22层),毛坯,普通住宅,招商城市主场 (番禺 汉溪长隆)
3500元/月 付1押2, 3室2厅2卫,116平方米 朝北 低层(共14层),毛坯,普通住宅,亚运城运动员村 (番禺 亚运城)
